Listing_Id,Listing_Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,Accomodates,Total_bedrooms,Total_beds,Availability_365,Price,Extra_people,Guests_included,Total_reviews,Review_scores,Amenities,Host_id,Host_name,Country,Longitude,Latitude,Neighbourhood,Listing_count
26843360,Gaia Garden Houses 427,House,Entire home/apt,Real Bed,1,30,4,1.0,2.0,165,130.0,0.0,1.0,17,99,"TV, Wifi, Kitchen, Free street parking, Heating, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Children’s books and toys, Pack ’n Play/travel crib, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Stove, EV charger, Garden or backyard, Long term stays allowed, Step-free access, Flat path to front door, Well-lit path to entrance, Step-free access, Accessible-height bed, Step-free access, Accessible-height toilet, Host greets you, Handheld shower head, Paid parking on premises",199728524,Catorze De Outubro,Portugal,-8.6045,41.12988,Not Available,4
26849639,Super bright apartment in quiet area facing park,Apartment,Entire home/apt,Real Bed,1,180,6,2.0,3.0,132,81.0,15.0,4.0,53,94,"Wifi, Kitchen, Free street parking, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Refrigerator, Dishes and silverware, Cooking basics, Stove, Single level home, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout, Wide doorway, Flat path to front door",38722578,Winnita,Canada,-73.59039,45.45209,Le Sud-Ouest,1
2686100,APARTAMENTO BARRA,Apartment,Entire home/apt,Real Bed,1,1125,6,3.0,4.0,365,380.0,0.0,1.0,1,100,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Doorman, Gym, Pets live on this property, Dog(s), Cat(s), Other pet(s), Elevator, Buzzer/wireless intercom, Family/kid friendly, Suitable for events, Washer, Smoke detector, First aid kit, Fire extinguisher, Lock on bedroom door, Hair dryer, Iron",13404262,Wolfgang,Brazil,-43.35145315428824,-22.991557299870923,Not Available,2
2688143,Stylish Studio Apartment Near Causeway Bay [2],Apartment,Entire home/apt,Real Bed,60,365,2,1.0,1.0,169,769.0,0.0,1.0,2,100,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Elevator, Washer, Dryer, Hangers, Hair dryer, Iron, Laptop friendly workspace, Room-darkening shades, Hot water, Bed linens, Ethernet connection, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Long term stays allowed, Host greets you",6315448,Lauli15,Hong Kong,114.19337,22.28558,Causeway Bay,13
26885396,A spacious and bright maisonette w/ideal location!,Apartment,Entire home/apt,Real Bed,2,250,6,2.0,3.0,64,295.0,60.0,2.0,19,96,"Wifi, Kitchen, Paid parking off premises, Smoking allowed, Pets allowed, Free street parking, Indoor fireplace, Heating, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Long term stays allowed, Paid parking on premises",130922896,Serenad,Turkey,29.02817,40.99592,Kadıköy Merkezi,2
26892349,Home Sharing - Individual Room in Plaza España,Apartment,Private room,Real Bed,7,1125,1,1.0,1.0,84,16.0,0.0,1.0,18,93,"Wifi, Pets live on this property, Buzzer/wireless intercom, Essentials, Hair dryer, Hot water, Bed linens, Microwave, Refrigerator, Dishes and silverware, Host greets you",4846938,Mercedes,Spain,2.1493,41.38051,Not Available,2
26897800,Janelas do Douro Flat,Apartment,Entire home/apt,Real Bed,1,60,4,1.0,3.0,113,41.0,0.0,1.0,49,93,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Elevator, Heating, Washer, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Stove, Single level home, Patio or balcony, Long term stays allowed, Wide hallway clearance, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Wide doorway, Step-free access, Step-free access, Wide entryway",189891310,Jessica,Portugal,-8.64861,41.15192,Not Available,1
26899775,高级公寓2-4人家庭房/皇岗福田双口岸/地铁口高端小区/近会展中心 购物公园 福田高铁站,Serviced apartment,Entire home/apt,Real Bed,1,1125,4,1.0,2.0,359,447.0,0.0,1.0,7,97,"TV, Wifi, Air conditioning, Kitchen, Doorman, Elevator, Buzzer/wireless intercom, Suitable for events, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Hot water, Luggage dropoff allowed, Paid parking on premises",163388027,Jing,China,114.06346,22.51148,Not Available,10
26900171,HKU ....STUDIO...... for 2 persons w/lift (4d),Apartment,Entire home/apt,Real Bed,29,1125,2,0.0,1.0,364,283.0,0.0,1.0,0,95,"Wifi, Air conditioning, Elevator, Hangers, Private entrance",97240131,Jov,Hong Kong,114.13306,22.28773,Kennedy Town,229
26916127,Urban Shadow Rm6 (2-4 people人)Centre of TST,Apartment,Private room,Real Bed,1,60,2,1.0,1.0,68,424.0,120.0,2.0,26,95,"TV, Wifi, Air conditioning, Paid parking off premises, Elevator, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace, Self check-in, Keypad, Private living room, Private entrance, Hot water, Refrigerator, Dishes and silverware, Luggage dropoff allowed, Long term stays allowed",196136739,Knight Hub,Hong Kong,114.17468,22.30004,Tsim Sha Tsui,17
26916776,Cheap Small Economic Room Shared Barthroom Center,Hostel,Private room,Real Bed,1,1125,2,1.0,1.0,312,45.0,0.0,2.0,4,90,"TV, Wifi, Paid parking off premises, Gym, Elevator, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Self check-in, Keypad, Hot water",195942000,Adriana De Bruc & Bruc,Spain,2.16758,41.39706,Not Available,4
26925918,Special room at Cihangir center.,Apartment,Private room,Real Bed,1,1125,2,1.0,1.0,90,74.0,0.0,1.0,5,88,"TV, Wifi, Kitchen, Smoking allowed, Suitable for events, Washer, Essentials, Shampoo, Lock on bedroom door, Hair dryer, Iron, Hot water",24070165,Ahmet,Turkey,28.98432,41.03314,Not Available,1
26926862,Hong Kong's Skyline,Apartment,Private room,Real Bed,1,200,1,1.0,1.0,2,251.0,1000.0,1.0,15,92,"Air conditioning, Kitchen, Elevator, Heating, Washer, Essentials, Shampoo, Hair dryer, Private entrance, Hot water, Pocket wifi, Host greets you",198797265,Lao Ren,Hong Kong,114.14385,22.28788,Sheung Wan,5
26934151,"Summer Perfect, 2 Bed, Pool & A/C in Elizabeth Bay",Apartment,Entire home/apt,Real Bed,2,90,5,2.0,2.0,149,141.0,30.0,1.0,26,98,"TV, Wifi, Air conditioning, Pool, Kitchen, Elevator, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private living room, Private entrance, Bathtub, High chair, Window guards, Pack ’n Play/travel crib, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Patio or balcony, Beach essentials, Long term stays allowed, Wide hallway clearance, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Wide entryway",63028156,George,Australia,151.22731,-33.8704,Elizabeth Bay/Rushcutters Bay,3
26942581,"Privacidad, silencio, buena comunicación...",Loft,Entire home/apt,Real Bed,31,93,1,1.0,1.0,252,30.0,0.0,1.0,1,100,"Wifi, Kitchen, Paid parking off premises, Gym, Heating, Washer, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Long term stays allowed, Other",184577,Patricia,Spain,2.1386,41.39382,Sant Gervasi - Galvany,1
26948900,Homa 2 - 1 BR sleep 4 parking - AC,Apartment,Entire home/apt,Real Bed,1,365,4,1.0,2.0,236,56.0,7.0,2.0,11,91,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Free street parking, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private entrance, Bathtub, High chair, Children’s books and toys, Crib, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Luggage dropoff allowed, Long term stays allowed",66055808,Host-Me,Canada,-73.54585,45.54043,Hochelaga-Maisonneuve,17
26950787,Matosinhos Royal Park,Apartment,Entire home/apt,Real Bed,4,300,6,3.0,5.0,142,69.0,0.0,1.0,27,96,"TV, Cable TV, Wifi, Kitchen, Free street parking, Heating, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Baby bath, Children’s books and toys, Crib, Pack ’n Play/travel crib, Children’s dinnerware, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Pocket wifi, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Beach essentials, Long term stays allowed, Wide hallway clearance, Wide doorway, Well-lit path to entrance, Step-free access, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Wide doorway, Accessible-height toilet, Wide entryway, Host greets you, Beachfront, Handheld shower head",24623385,Cecilia M.,Portugal,-8.67446,41.18169,Not Available,2
26965807,Modern Room in a Charming Apartment (next to UdeM),Apartment,Private room,Real Bed,80,90,2,1.0,1.0,0,25.0,10.0,1.0,22,92,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private entrance, Bathtub, Game console, Hot water, Bed linens, Extra pillows and blankets, Pocket wifi, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, EV charger, Patio or balcony, Luggage dropoff allowed, Long term stays allowed, Paid parking on premises",162900701,Raphael,Canada,-73.61948,45.49549,Cote-des-Neiges,1
26984962,A room in Kadıköy for single or couple travellers,Casa particular (Cuba),Private room,Real Bed,1,1125,2,1.0,1.0,0,79.0,0.0,1.0,0,95,"Wifi, Kitchen, Buzzer/wireless intercom, Washer, First aid kit, Essentials, Lock on bedroom door, Laptop friendly workspace",199703327,Kadircan,Turkey,29.02954,40.99568,Not Available,1
26994348,Cozy bedroom with private washroom,Apartment,Private room,Real Bed,1,2,2,1.0,1.0,4,35.0,9.0,1.0,6,100,"TV, Wifi, Air conditioning, Kitchen, Breakfast, Pets live on this property, Free street parking, Buzzer/wireless intercom, Heating, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Luggage dropoff allowed, Host greets you",29404759,Cindy,Canada,-73.5863,45.47462,Not Available,1
2700075,COPACABANA / LEME MARAVILKA,Apartment,Entire home/apt,Real Bed,4,30,2,1.0,1.0,365,399.0,0.0,1.0,0,95,"TV, Wifi, Air conditioning, Kitchen, Elevator, Essentials, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",12233577,Marisa,Brazil,-43.16787185909529,-22.960606359512926,Not Available,2
27003273,Single room in middle of taksim City,Hostel,Private room,Real Bed,2,1125,1,0.0,1.0,365,105.0,0.0,1.0,16,79,"Wifi, Kitchen, Heating, First aid kit, Essentials, Shampoo, Lock on bedroom door, Laptop friendly workspace, Babysitter recommendations, Hot water, Bed linens, Refrigerator, Dishes and silverware, Cooking basics, Stove, Patio or balcony, Paid parking on premises",159283889,Eylül,Turkey,28.98443,41.03517,Not Available,17
27009277,İstanbul’u keşfetmek buradan çok kolay olucak,Serviced apartment,Private room,Real Bed,1,1125,4,2.0,3.0,138,200.0,0.0,1.0,0,95,"TV, Wifi, Air conditioning, Free parking on premises, Smoking allowed, Heating, Washer, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer",203218939,Özge,Turkey,28.94224,41.07543,Not Available,1
27009904,New & Airy Apartment Next To Green Square Station,Apartment,Private room,Real Bed,1,14,2,1.0,2.0,34,95.0,10.0,1.0,58,98,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Elevator, Free street parking, Heating, Washer, Dryer, Smoke detector, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Patio or balcony, Luggage dropoff allowed, Wide hallway clearance, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Wide doorway, Accessible-height toilet, Step-free access, Wide entryway, Host greets you, Handheld shower head, Roll-in shower",21066789,Tim & Mel,Australia,151.20279,-33.90619,Not Available,1
27011219,2 Luxury bedroom apartment,Apartment,Entire home/apt,Real Bed,1,1125,4,2.0,0.0,247,200.0,25.0,2.0,5,100,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Heating, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Bathtub, Crib, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Kitchenette, Full kitchen",113020313,Javier,Spain,2.16562,41.39629,Not Available,23
27012681,Copacabana Assu,Apartment,Entire home/apt,Real Bed,3,90,6,3.0,4.0,196,500.0,0.0,1.0,4,100,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Washer, Essentials, Lock on bedroom door, Iron, Self check-in, Building staff, Hot water, Beachfront",203061014,Felipe,Brazil,-43.185401827126476,-22.971553386243606,Copacabana,2
27013325,NEW!!! Cosy and Spacious Flat @Central,Apartment,Entire home/apt,Real Bed,2,1125,2,1.0,1.0,7,1719.0,0.0,1.0,5,96,"TV, Cable TV, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Paid parking off premises, Doorman, Elevator, Buzzer/wireless intercom, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Safety card, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private living room, Room-darkening shades, Game console, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Step-free access, Step-free access, Wide clearance to bed",51120203,Vincent,Hong Kong,114.15507,22.28028,Not Available,1
27020282,Comfortable room in a house in the heart of Gràcia,Loft,Private room,Real Bed,2,1125,2,1.0,1.0,317,45.0,0.0,1.0,25,96,"Wifi, Air conditioning, Heating, First aid kit, Safety card, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace, Microwave, Coffee maker, Refrigerator, Luggage dropoff allowed, Wide hallway clearance, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Host greets you",173397399,Enric,Spain,2.15797,41.4057,Not Available,1
27023392,Cozy Panoramic Apartment near Metro Station,Apartment,Entire home/apt,Real Bed,2,1125,4,1.0,2.0,161,34.0,10.0,2.0,27,99,"TV, Wifi, Kitchen, Elevator, Free street parking, Washer, First aid kit, Safety card, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, Hot water, Long term stays allowed, Host greets you",15554002,Pedro,Portugal,-8.65073,41.1925,Not Available,18
27031450,"★ MAUI BEACH LOFT- Kihei, HI ★",Condominium,Entire home/apt,Real Bed,1,1125,6,2.0,3.0,255,188.0,25.0,6.0,29,100,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Free street parking, Hot tub, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Bathtub, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Beach essentials, Long term stays allowed",203396108,Lily & Matt,United States,-156.45715,20.7469,Kihei/Wailea,1
27041573,O'hana Retreat *We pay your guest service fee*,House,Entire home/apt,Real Bed,3,365,6,3.0,3.0,1,331.0,0.0,6.0,0,95,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Hair dryer, Bed linens, Microwave, Coffee maker, Dishwasher",195874836,Red Awning,United States,-159.47353,22.21703,Not Available,24
27044783,2714 - AB Girona Apartment 41 - Stylish Apartment for up to 7 guests in Eixample with a Balcony,Apartment,Entire home/apt,Real Bed,2,31,7,3.0,4.0,323,700.0,0.0,2.0,4,70,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Free parking on premises, Elevator, Heating, Washer, Safety card, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Patio or balcony, Luggage dropoff allowed",4459553,Eva&Jacques,Spain,2.17146,41.39603,La Nova Esquerra de l'Eixample,203
27045941,2675 - AB Bailen Apartment 3.1 - Modern 2-bedroom Apartment in Eixample with a balcony,Apartment,Entire home/apt,Real Bed,2,31,6,2.0,4.0,322,600.0,0.0,2.0,5,88,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Elevator, Heating, Washer, Safety card, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Patio or balcony, Luggage dropoff allowed",4459553,Eva&Jacques,Spain,2.17096,41.39726,La Nova Esquerra de l'Eixample,203
27048862,"Family / Groups, 3 BRs Near Soho & Macau Ferry",Apartment,Entire home/apt,Real Bed,4,1124,8,3.0,6.0,131,1287.0,150.0,4.0,21,87,"TV, Wifi, Air conditioning, Kitchen, Elevator, Washer, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Other",6684297,Honey,Hong Kong,114.14832,22.2865,Sheung Wan,7
27052571,雙人套房带獨立洗手間- Double room with Private Bathroom,House,Private room,Real Bed,1,1125,2,1.0,1.0,165,228.0,0.0,1.0,14,93,"TV, Wifi, Air conditioning, Smoke detector, Essentials, Shampoo, Private entrance, Hot water",203160550,Yao Hua,Hong Kong,114.16802,22.3204,Mong Kok,7
2706978,The Kona Coffee Condo,Apartment,Entire home/apt,Real Bed,7,1125,8,2.0,3.0,1,85.0,10.0,4.0,41,96,"TV, Cable TV, Internet, Wifi, Pool, Kitchen, Free parking on premises, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, High chair, Children’s books and toys, Pack ’n Play/travel crib, Hot water, Long term stays allowed",13853301,Robert,United States,-155.92964,19.54486,Kailua/Kona,1
27082981,İstanbul Birden fazla bölümden oluşan bina,Apartment,Private room,Real Bed,1,1,2,1.0,1.0,180,148.0,0.0,1.0,0,95,"Kitchen, Smoking allowed, Breakfast, Buzzer/wireless intercom, Heating, Washer, Essentials, Shampoo, Lock on bedroom door, Hair dryer, Laptop friendly workspace, Private entrance",203791609,Sem,Turkey,28.95122,41.0401,Not Available,1
27083634,Hab individual con terrazas y vistas a Barcelona,Apartment,Private room,Real Bed,2,1125,1,1.0,1.0,363,22.0,0.0,1.0,3,93,"Wifi, Kitchen, Smoking allowed, Pets allowed, Elevator, Washer, Essentials",151950988,Claudio,Spain,2.16997,41.43171,Turó de la Peira - Can Peguera,1
27084674,Your Opo Vintage Apartments 1T,Apartment,Entire home/apt,Real Bed,1,1125,2,1.0,1.0,310,49.0,0.0,1.0,0,95,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Essentials, Hair dryer, Iron, Crib",16922131,YourOpo,Portugal,-8.60394,41.1537,Not Available,42
27099976,"旺角市中心地鐵出口,三房兩卫一大廳",Apartment,Entire home/apt,Real Bed,1,365,9,3.0,3.0,360,1586.0,0.0,1.0,6,80,"TV, Wifi, Air conditioning, Smoking allowed, Elevator, Washer, Essentials, Hangers, Laptop friendly workspace",15262785,Anny,Hong Kong,114.16916,22.31899,Not Available,8
2711936,light sunny room 2 min to beach.,Apartment,Private room,Real Bed,3,40,1,1.0,1.0,351,70.0,30.0,1.0,17,99,"TV, Wifi, Kitchen, Paid parking off premises, Breakfast, Buzzer/wireless intercom, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hair dryer, Hot water, Host greets you",13879827,Karen,Australia,151.27412,-33.888,Bondi Beach,1
27131603,Lovely Mezzanine at Porto Historic City Center,Apartment,Entire home/apt,Real Bed,2,30,3,2.0,2.0,336,70.0,10.0,2.0,17,94,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Elevator, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Window guards, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Garden or backyard, Cleaning before checkout, Well-lit path to entrance, Host greets you, Paid parking on premises",204247340,Alice,Portugal,-8.60372,41.14772,Not Available,1
27154192,Cosy and central apartment with garden in Cihangir,Apartment,Entire home/apt,Real Bed,2,6,3,1.0,2.0,218,279.0,0.0,1.0,7,94,"TV, Wifi, Kitchen, Paid parking off premises, Doorman, Elevator, Heating, Washer, Essentials, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace, Private living room, Hot water, Bed linens, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Garden or backyard, Host greets you",43072472,Gulben,Turkey,28.98645,41.03197,Cihangir,1
27156355,KINALIADA'DA DENİZ MANZARALI ŞİRİN BİR EV,Apartment,Entire home/apt,Real Bed,1,4,4,1.0,3.0,180,169.0,75.0,2.0,11,96,"Wifi, Kitchen, Smoking allowed, Pets allowed, Washer, Essentials, Hair dryer, Iron, Laptop friendly workspace, Private entrance",204459959,Nilüfer,Turkey,29.05401,40.90614,Not Available,1
27156997,Entire apt perfect location,Apartment,Entire home/apt,Real Bed,1,1125,4,1.0,1.0,42,216.0,105.0,2.0,12,97,"TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Washer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Luggage dropoff allowed, Long term stays allowed",2631251,Gizem,Turkey,29.0174,41.07453,Beşiktaş,5
27183245,{{ SAGRADA FAMILIA }} Center ROOM *****,Apartment,Private room,Real Bed,1,1125,2,1.0,1.0,133,29.0,12.0,1.0,20,100,"TV, Wifi, Kitchen, Paid parking off premises, Smoking allowed, Elevator, Heating, Washer, First aid kit, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Patio or balcony, Luggage dropoff allowed, Long term stays allowed, Host greets you",204535584,Carlos,Spain,2.1648,41.38121,El Raval,2
27193472,Lovely 2 bedrooms on Old Montreal,Apartment,Entire home/apt,Real Bed,30,1125,4,2.0,2.0,344,110.0,34.0,1.0,1,95,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Elevator, Hot tub, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Private living room, Hot water, Long term stays allowed, Host greets you",204735984,San,Canada,-73.55715,45.4983,Not Available,4
27193598,FANTASTIC APARTMENT SAGRADA FAMILIA,Apartment,Entire home/apt,Real Bed,1,1125,6,3.0,3.0,143,95.0,15.0,5.0,34,94,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Elevator, Heating, Washer, Dryer, Safety card, Essentials, Hangers, Hair dryer, Iron, Private entrance",204752411,Jose,Spain,2.17282,41.40669,La Sagrada Família,2
27194870,HONUA KAI FAMILY VALUE 2br/1ba - Don't miss!,Condominium,Entire home/apt,Real Bed,5,30,6,2.0,3.0,194,439.0,0.0,1.0,3,100,"TV, Wifi, Air conditioning, Pool, Kitchen, Gym, Breakfast, Elevator, Hot tub, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Essentials, Hangers, Hair dryer, Self check-in, Building staff, Hot water, Beachfront, Paid parking on premises",204779377,Jill,United States,-156.69044,20.94524,Kaanapali,1
27218347,"Casa do Golfe Vale Pisao, Nature Resort",House,Entire home/apt,Real Bed,3,1125,8,4.0,4.0,180,290.0,0.0,1.0,0,95,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Hot tub, Indoor fireplace, Washer, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Host greets you",19174585,Diogo,Portugal,-8.49918,41.27389,Not Available,1
27226046,Monteiro´s Houses City Center,Apartment,Entire home/apt,Real Bed,3,100,3,1.0,2.0,365,50.0,25.0,2.0,10,92,"TV, Wifi, Kitchen, Elevator, Heating, First aid kit, Essentials, Shampoo, Hangers, Laptop friendly workspace",116604787,José,Portugal,-8.61382,41.15493,Not Available,3
27226157,Ataşehir'e 5 dk Rezidens'te Çatı Katı,Loft,Entire home/apt,Real Bed,5,15,2,1.0,4.0,363,174.0,50.0,2.0,3,90,"TV, Wifi, Pool, Kitchen, Free parking on premises, Smoking allowed, Elevator, Heating, Washer, Essentials, Shampoo, Hair dryer, Iron, Laptop friendly workspace, Host greets you",205035495,Aslı,Turkey,29.14113,41.00089,Not Available,1
2724572,COMPLIMENTARY WINE & CHILD FRIENDLY,Apartment,Entire home/apt,Real Bed,2,14,4,2.0,3.0,0,211.0,105.0,2.0,20,95,"TV, Cable TV, Internet, Wifi, Kitchen, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Smoke detector, Fire extinguisher, Essentials, Shampoo",1467448,April,Turkey,28.98695,41.05703,Not Available,1
